season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,2017-18,Allan Hancock,allanhancock,Apr 10,home,Oxnard,W,14,9,20180410_9qql,12,47,40,14.0,19.0,4.0,0.0,0.0,13.0,1.0,0.0,5.0,4.0,23,2.0,0.0,0.0,4,4.0,14.0,2.0,7.0,0.475,0.553,0.675,1.228,148.0,0.528,0.538,0.0,0.085,0.106,-0.021,1.25
2018,2017-18,Allan Hancock,allanhancock,Apr 12,home,Oxnard,L,6,2,20180412_hxyk,14,39,31,2.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,7.0,8,0.0,2.0,1.0,1,1.0,6.0,10.0,0.6,0.226,0.308,0.29,0.598,72.0,0.28,0.167,0.0,0.179,0.128,0.051,0.714
2018,2017-18,Allan Hancock,allanhancock,Apr 14,home,Moorpark,L,8,5,20180414_dlc5,11,40,31,5.0,7.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,5.0,10,2.0,2.0,0.0,1,0.0,12.0,9.0,1.333,0.226,0.35,0.355,0.705,85.0,0.24,0.308,0.025,0.125,0.125,0.0,1.0
2018,2017-18,Allan Hancock,allanhancock,Apr 17,home,Moorpark,W,4,3,20180417_whn5,13,36,31,4.0,9.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,5.0,13,3.0,1.0,0.0,2,0.0,10.0,7.0,1.429,0.29,0.361,0.484,0.845,102.0,0.346,0.308,0.0,0.139,0.028,0.111,0.2
2018,2017-18,Allan Hancock,allanhancock,Apr 19,home,Ventura,W,8,3,20180419_5ajs,10,46,41,8.0,16.0,6.0,2.0,0.0,8.0,0.0,0.0,4.0,7.0,26,0.0,1.0,0.0,8,2.0,6.0,12.0,0.5,0.39,0.435,0.829,1.264,153.0,0.471,0.4,0.0,0.152,0.087,0.065,0.571
2018,2017-18,Allan Hancock,allanhancock,Apr 2,home,Cuesta,L,9,6,20180402_72xx,13,44,38,6.0,11.0,2.0,0.0,0.0,5.0,2.0,1.0,5.0,7.0,13,1.0,0.0,0.0,2,0.0,6.0,13.0,0.462,0.289,0.386,0.395,0.781,94.0,0.355,0.353,0.0,0.159,0.114,0.045,0.714
2018,2017-18,Allan Hancock,allanhancock,Apr 21,home,Ventura,W,14,10,20180421_pdyc,13,46,38,14.0,16.0,3.0,1.0,0.0,14.0,5.0,0.0,4.0,5.0,21,2.0,0.0,2.0,4,0.0,6.0,13.0,0.462,0.421,0.478,0.658,1.136,137.0,0.457,0.636,0.0,0.109,0.087,0.022,0.8
2018,2017-18,Allan Hancock,allanhancock,Apr 24,home,Cuesta,L,12,4,20180424_ipi8,13,39,36,4.0,11.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,5.0,12,1.0,0.0,0.0,1,2.0,10.0,10.0,1.0,0.306,0.359,0.361,0.72,87.0,0.355,0.286,0.0,0.128,0.051,0.077,0.4
2018,2017-18,Allan Hancock,allanhancock,Apr 26,home,Cuesta,L,8,2,20180426_k751,13,36,32,2.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,7.0,8,0.0,0.0,1.0,2,1.0,8.0,10.0,0.8,0.188,0.25,0.312,0.562,68.0,0.231,0.222,0.0,0.194,0.083,0.111,0.429
2018,2017-18,Allan Hancock,allanhancock,Apr 3,home,Cuesta,W,6,5,20180403_6qcm,11,41,36,6.0,9.0,2.0,0.0,1.0,5.0,4.0,1.0,3.0,11.0,14,2.0,0.0,0.0,3,0.0,4.0,10.0,0.4,0.25,0.341,0.472,0.813,98.0,0.333,0.385,0.024,0.268,0.073,0.195,0.273
2018,2017-18,Allan Hancock,allanhancock,Apr 5,home,Santa Barbara,W,8,4,20180405_b27x,13,46,38,8.0,11.0,2.0,0.0,0.0,6.0,5.0,0.0,6.0,10.0,13,1.0,0.0,1.0,2,0.0,9.0,6.0,1.5,0.289,0.391,0.395,0.786,95.0,0.379,0.444,0.0,0.217,0.13,0.087,0.6
2018,2017-18,Allan Hancock,allanhancock,Apr 7,home,Santa Barbara,L,2,1,20180407_uc79,13,37,27,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,3,4.0,1.0,1.0,0,1.0,11.0,7.0,1.571,0.111,0.297,0.111,0.408,49.0,0.15,0.091,0.0,0.216,0.108,0.108,0.5
2018,2017-18,Allan Hancock,allanhancock,Feb 1,home,Taft,L,11,7,20180201_zwgz,14,40,32,7.0,8.0,1.0,0.0,2.0,6.0,0.0,0.0,6.0,11.0,15,1.0,1.0,0.0,3,2.0,8.0,5.0,1.6,0.25,0.375,0.562,0.937,113.0,0.316,0.385,0.05,0.275,0.15,0.125,0.545
2018,2017-18,Allan Hancock,allanhancock,Feb 10,home,Rio Hondo,L,13,9,20180210_ezfv,14,50,38,9.0,13.0,2.0,0.0,0.0,8.0,1.0,0.0,8.0,10.0,15,2.0,1.0,1.0,2,0.0,7.0,8.0,0.875,0.342,0.46,0.447,0.907,110.0,0.448,0.391,0.0,0.2,0.16,0.04,0.8
2018,2017-18,Allan Hancock,allanhancock,Feb 13,home,Canyons,W,8,5,20180213_vwqn,10,38,32,8.0,9.0,0.0,0.0,0.0,7.0,3.0,0.0,5.0,11.0,9,1.0,0.0,0.0,0,0.0,7.0,5.0,1.4,0.281,0.395,0.281,0.676,82.0,0.429,0.533,0.0,0.289,0.132,0.157,0.455
2018,2017-18,Allan Hancock,allanhancock,Feb 16,home,Irvine Valley,W,11,9,20180216_pwcp,12,42,36,11.0,14.0,3.0,0.0,2.0,10.0,0.0,0.0,4.0,9.0,23,0.0,1.0,1.0,5,0.0,6.0,9.0,0.667,0.389,0.429,0.778,1.207,146.0,0.462,0.562,0.048,0.214,0.095,0.119,0.444
2018,2017-18,Allan Hancock,allanhancock,Feb 17,home,Irvine Valley,W,9,1,20180217_u2ip,10,42,37,9.0,15.0,3.0,1.0,2.0,8.0,0.0,1.0,3.0,9.0,26,2.0,0.0,0.0,6,0.0,4.0,9.0,0.444,0.405,0.476,0.865,1.341,162.0,0.5,0.389,0.048,0.214,0.071,0.143,0.333
2018,2017-18,Allan Hancock,allanhancock,Feb 22,home,Cypress,L,16,3,20180222_fgez,19,40,31,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,15.0,8,2.0,0.0,0.0,2,0.0,7.0,4.0,1.75,0.129,0.325,0.323,0.648,78.0,0.2,0.167,0.025,0.375,0.175,0.2,0.467
2018,2017-18,Allan Hancock,allanhancock,Feb 23,home,Irvine Valley,W,11,10,20180223_f9hm,11,46,42,11.0,17.0,3.0,0.0,1.0,11.0,3.0,1.0,3.0,6.0,23,0.0,1.0,0.0,4,0.0,15.0,4.0,3.75,0.405,0.435,0.643,1.078,130.0,0.457,0.526,0.022,0.13,0.065,0.065,0.5
2018,2017-18,Allan Hancock,allanhancock,Feb 24,home,Cypress,L,15,4,20180224_ohwx,15,41,34,4.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,10.0,8,2.0,0.0,0.0,1,1.0,9.0,7.0,1.286,0.147,0.293,0.265,0.558,67.0,0.174,0.273,0.024,0.244,0.122,0.122,0.5
2018,2017-18,Allan Hancock,allanhancock,Feb 27,home,Sequoias,W,6,4,20180227_v9mb,10,39,31,6.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,6.0,9,1.0,2.0,1.0,1,0.0,9.0,9.0,1.0,0.258,0.333,0.323,0.656,79.0,0.308,0.462,0.0,0.154,0.103,0.051,0.667
2018,2017-18,Allan Hancock,allanhancock,Feb 28,home,Taft,W,5,4,20180228_0awi,12,38,30,5.0,7.0,2.0,1.0,1.0,5.0,0.0,0.0,4.0,7.0,14,2.0,2.0,0.0,4,0.0,11.0,6.0,1.833,0.233,0.342,0.6,0.942,114.0,0.273,0.333,0.026,0.184,0.105,0.079,0.571
2018,2017-18,Allan Hancock,allanhancock,Feb 3,home,LA Pierce,L,13,12,20180203_oaaq,13,51,37,12.0,14.0,3.0,1.0,1.0,9.0,1.0,0.0,7.0,7.0,22,5.0,1.0,1.0,5,0.0,9.0,9.0,1.0,0.378,0.51,0.73,1.24,150.0,0.433,0.44,0.02,0.137,0.137,0.0,1.0
2018,2017-18,Allan Hancock,allanhancock,Feb 8,home,Canyons,L,9,4,20180208_py1u,13,37,33,4.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,13.0,11,1.0,1.0,0.0,2,1.0,9.0,3.0,3.0,0.212,0.27,0.394,0.664,80.0,0.316,0.333,0.027,0.351,0.054,0.297,0.154
2018,2017-18,Allan Hancock,allanhancock,Feb 9,home,San Diego Mesa,L,7,2,20180209_d6d1,13,39,28,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0,3.0,5,2.0,1.0,1.0,2,0.0,4.0,19.0,0.211,0.107,0.308,0.25,0.558,67.0,0.115,0.167,0.0,0.077,0.179,-0.102,2.333
2018,2017-18,Allan Hancock,allanhancock,Jan 26,home,LA Pierce,W,2,1,20180126_9p3s,13,34,26,2.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,5.0,6,0.0,1.0,1.0,1,0.0,10.0,9.0,1.111,0.192,0.324,0.269,0.593,72.0,0.227,0.182,0.0,0.147,0.176,-0.029,1.2
2018,2017-18,Allan Hancock,allanhancock,Jan 27,home,LA Pierce,W,8,6,20180127_v7n0,13,47,35,8.0,12.0,1.0,0.0,0.0,8.0,4.0,0.0,10.0,6.0,13,0.0,2.0,0.0,1,0.0,8.0,10.0,0.8,0.343,0.468,0.4,0.868,105.0,0.414,0.364,0.0,0.128,0.213,-0.085,1.667
2018,2017-18,Allan Hancock,allanhancock,Jan 28,home,Cabrillo,W,6,1,20180128_shg9,12,40,37,6.0,17.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,18,0.0,1.0,1.0,1,1.0,5.0,13.0,0.385,0.459,0.45,0.514,0.964,116.0,0.486,0.333,0.0,0.075,0.025,0.05,0.333
2018,2017-18,Allan Hancock,allanhancock,Mar 16,home,Oxnard,L,6,5,20180316_yj92,13,41,32,5.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,1.0,5,2.0,0.0,1.0,0,0.0,9.0,14.0,0.643,0.156,0.317,0.156,0.473,57.0,0.156,0.385,0.0,0.024,0.146,-0.122,6.0
2018,2017-18,Allan Hancock,allanhancock,Mar 17,home,Moorpark,L,3,2,20180317_nmpw,13,39,36,2.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,13,1.0,0.0,0.0,1,1.0,11.0,5.0,2.2,0.333,0.385,0.389,0.774,93.0,0.429,0.133,0.0,0.205,0.051,0.154,0.25
2018,2017-18,Allan Hancock,allanhancock,Mar 19,home,Moorpark,L,11,8,20180319_ayxv,12,43,35,8.0,8.0,3.0,0.0,0.0,7.0,1.0,0.0,4.0,1.0,11,4.0,0.0,0.0,3,1.0,8.0,17.0,0.471,0.229,0.372,0.4,0.772,93.0,0.235,0.5,0.0,0.023,0.093,-0.07,4.0
2018,2017-18,Allan Hancock,allanhancock,Mar 20,home,Ventura,W,11,10,20180320_o9ma,14,48,36,11.0,11.0,3.0,0.0,1.0,11.0,0.0,0.0,3.0,4.0,17,7.0,0.0,2.0,4,1.0,8.0,14.0,0.571,0.306,0.438,0.583,1.021,123.0,0.303,0.5,0.021,0.083,0.062,0.021,0.75
2018,2017-18,Allan Hancock,allanhancock,Mar 24,home,Ventura,W,12,0,20180324_typz,15,43,32,12.0,10.0,3.0,0.0,1.0,12.0,0.0,0.0,9.0,6.0,16,1.0,1.0,0.0,4,1.0,9.0,8.0,1.125,0.312,0.465,0.625,1.09,132.0,0.36,0.579,0.023,0.14,0.209,-0.069,1.5
2018,2017-18,Allan Hancock,allanhancock,Mar 27,home,East Los Angeles,W,7,4,20180327_ovqp,13,40,35,7.0,13.0,4.0,0.0,1.0,6.0,1.0,0.0,4.0,7.0,20,1.0,0.0,0.0,5,1.0,11.0,4.0,2.75,0.371,0.45,0.714,1.164,141.0,0.444,0.353,0.025,0.175,0.1,0.075,0.571
2018,2017-18,Allan Hancock,allanhancock,Mar 28,home,Fresno City,W,9,8,20180328_7dxa,13,41,38,9.0,12.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,6.0,13,1.0,0.0,0.0,1,2.0,11.0,7.0,1.571,0.316,0.366,0.368,0.734,89.0,0.375,0.6,0.0,0.146,0.049,0.097,0.333
2018,2017-18,Allan Hancock,allanhancock,Mar 29,home,Cerritos,L,7,4,20180329_cfuf,11,40,37,4.0,11.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,5.0,12,0.0,0.0,0.0,1,1.0,14.0,7.0,2.0,0.297,0.35,0.351,0.701,85.0,0.344,0.286,0.0,0.125,0.075,0.05,0.6
2018,2017-18,Allan Hancock,allanhancock,Mar 4,home,Sequoias,L,3,2,20180304_mwsw,14,37,36,2.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,12,0.0,0.0,0.0,1,3.0,10.0,8.0,1.25,0.306,0.324,0.361,0.685,83.0,0.367,0.167,0.0,0.162,0.027,0.135,0.167
2018,2017-18,Allan Hancock,allanhancock,Mar 6,home,Santa Barbara,W,9,5,20180306_1wfv,9,42,38,9.0,14.0,4.0,0.0,1.0,6.0,0.0,1.0,1.0,8.0,21,2.0,1.0,0.0,5,0.0,8.0,7.0,1.143,0.368,0.405,0.684,1.089,132.0,0.448,0.5,0.024,0.19,0.024,0.166,0.125
2018,2017-18,Allan Hancock,allanhancock,Mar 8,home,Santa Barbara,L,9,4,20180308_05z1,14,42,31,4.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,10.0,4.0,8,1.0,0.0,0.0,1,3.0,7.0,13.0,0.538,0.226,0.429,0.29,0.719,87.0,0.259,0.222,0.0,0.095,0.238,-0.143,2.5
2018,2017-18,Allan Hancock,allanhancock,Mar 9,home,Oxnard,W,6,3,20180309_rybs,12,34,29,6.0,10.0,2.0,0.0,2.0,5.0,1.0,1.0,3.0,5.0,18,1.0,1.0,0.0,4,2.0,7.0,8.0,0.875,0.345,0.412,0.759,1.171,141.0,0.364,0.333,0.059,0.147,0.088,0.059,0.6
2018,2017-18,American River,americanriver,Apr 10,home,Diablo Valley,W,6,5,20180410_ra2e,10,42,37,6.0,12.0,3.0,1.0,0.0,4.0,2.0,0.0,2.0,6.0,17,0.0,2.0,1.0,4,1.0,10.0,10.0,1.0,0.324,0.333,0.568,0.901,109.0,0.375,0.429,0.0,0.143,0.048,0.095,0.333
2018,2017-18,American River,americanriver,Apr 12,home,Diablo Valley,W,5,4,20180412_b8dj,9,38,29,5.0,8.0,1.0,0.0,0.0,5.0,3.0,0.0,7.0,6.0,9,0.0,1.0,1.0,1,1.0,12.0,5.0,2.4,0.276,0.395,0.345,0.74,89.0,0.333,0.333,0.0,0.158,0.184,-0.026,1.167
2018,2017-18,American River,americanriver,Apr 13,home,Diablo Valley,L,6,2,20180413_kejt,11,36,33,2.0,7.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,12,0.0,0.0,0.0,4,0.0,9.0,12.0,0.75,0.212,0.278,0.485,0.763,92.0,0.241,0.2,0.0,0.111,0.083,0.028,0.75
2018,2017-18,American River,americanriver,Apr 17,home,San Joaquin Delta,L,10,6,20180417_u39c,11,45,39,6.0,13.0,1.0,1.0,0.0,6.0,0.0,1.0,3.0,11.0,16,3.0,0.0,0.0,2,0.0,6.0,8.0,0.75,0.333,0.422,0.462,0.884,107.0,0.464,0.316,0.0,0.244,0.067,0.177,0.273
2018,2017-18,American River,americanriver,Apr 19,home,San Joaquin Delta,L,12,2,20180419_akzb,15,43,37,2.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.0,13,1.0,1.0,0.0,1,0.0,11.0,7.0,1.571,0.297,0.372,0.378,0.75,91.0,0.379,0.125,0.0,0.186,0.093,0.093,0.5
2018,2017-18,American River,americanriver,Apr 21,home,San Joaquin Delta,L,4,3,20180421_39n1,10,38,34,3.0,7.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,9.0,12,1.0,0.0,0.0,3,0.0,8.0,9.0,0.889,0.206,0.289,0.441,0.73,88.0,0.25,0.2,0.026,0.237,0.079,0.158,0.333
2018,2017-18,American River,americanriver,Apr 24,home,Gavilan,W,18,11,20180424_12de,14,53,42,18.0,16.0,2.0,2.0,0.0,15.0,2.0,1.0,7.0,3.0,22,3.0,1.0,0.0,4,0.0,8.0,12.0,0.667,0.381,0.491,0.619,1.11,134.0,0.41,0.692,0.0,0.057,0.132,-0.075,2.333
2018,2017-18,American River,americanriver,Apr 3,home,Sacramento City,W,6,5,20180403_t8kc,9,39,35,6.0,10.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,12,2.0,1.0,0.0,2,1.0,8.0,10.0,0.8,0.286,0.333,0.4,0.733,89.0,0.333,0.462,0.0,0.128,0.026,0.102,0.2
2018,2017-18,American River,americanriver,Apr 5,home,Sacramento City,W,5,4,20180405_1hxh,12,51,40,5.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,12.0,6,3.0,0.0,1.0,0,1.0,8.0,14.0,0.571,0.15,0.314,0.15,0.464,56.0,0.207,0.312,0.0,0.235,0.137,0.098,0.583
2018,2017-18,American River,americanriver,Apr 7,home,Sacramento City,L,9,4,20180407_f96a,10,42,33,4.0,10.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,11,2.0,2.0,1.0,1,0.0,8.0,11.0,0.727,0.303,0.381,0.364,0.745,90.0,0.357,0.25,0.0,0.143,0.095,0.048,0.667
2018,2017-18,American River,americanriver,Feb 1,home,Shasta,L,9,0,20180201_4x1v,11,32,29,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3,0.0,0.0,0.0,1,0.0,10.0,8.0,1.25,0.069,0.156,0.138,0.294,36.0,0.095,0.0,0.0,0.25,0.094,0.156,0.375
2018,2017-18,American River,americanriver,Feb 10,home,Hartnell,W,8,0,20180210_9ly5,12,43,36,8.0,8.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,10.0,11,2.0,1.0,1.0,1,0.0,7.0,10.0,0.7,0.222,0.302,0.333,0.635,77.0,0.269,0.583,0.023,0.233,0.07,0.163,0.3
2018,2017-18,American River,americanriver,Feb 15,home,Butte,L,26,11,20180215_phzc,12,43,37,11.0,11.0,3.0,0.0,1.0,10.0,0.0,1.0,6.0,11.0,17,0.0,0.0,0.0,4,2.0,8.0,5.0,1.6,0.297,0.395,0.568,0.963,116.0,0.4,0.625,0.023,0.256,0.14,0.116,0.545
2018,2017-18,American River,americanriver,Feb 16,home,Butte,W,4,1,20180216_5xx5,9,36,30,4.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,9,2.0,1.0,0.0,1,1.0,9.0,6.0,1.5,0.267,0.361,0.333,0.694,84.0,0.364,0.308,0.0,0.222,0.083,0.139,0.375
2018,2017-18,American River,americanriver,Feb 17,home,Butte,L,10,6,20180217_yqo6,13,44,37,6.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,6.0,7.0,12,1.0,0.0,0.0,3,1.0,10.0,8.0,1.25,0.243,0.364,0.405,0.769,93.0,0.3,0.375,0.0,0.159,0.136,0.023,0.857
2018,2017-18,American River,americanriver,Feb 2,home,Feather River,W,5,1,20180202_2kpp,10,33,28,5.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,7.0,6,0.0,0.0,0.0,0,1.0,11.0,3.0,3.667,0.214,0.333,0.214,0.547,66.0,0.286,0.455,0.0,0.212,0.152,0.06,0.714
2018,2017-18,American River,americanriver,Feb 20,home,Solano,L,17,5,20180220_xl1j,15,43,39,5.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,12.0,12,1.0,0.0,1.0,1,0.0,3.0,11.0,0.273,0.282,0.326,0.333,0.659,80.0,0.393,0.357,0.0,0.279,0.047,0.232,0.167
